OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
178,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Neighborhood Lighting Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,2421
179,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Northside Subdiv Maint Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1236
180,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Subdiv Lndscpng Maint Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,9529
181,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Laguna Creek Maint Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,2248
182,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,12th Street Maint Benefit Area,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1193
183,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Old Sacto Maint Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1206
184,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Oak Park PBID,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1261
185,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,City Property,Computer Equipment,20000
186,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Revenues,Miscellaneous Revenue,Escheat,124000
187,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Special Assessments - Administ,30000
188,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Assessment Reg and SDRIS,Assessment Bond Registration,Revenues,"Charges, Fees, and Services",Special Assessments - Administ,44293
189,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Assessment Reg and SDRIS,Assessment Bond Registration,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,44293
190,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts - Capital,Natomas Central CFD 2006-02,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,11735
191,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Water Planning,Cty/Cnty Office-Water Planning,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,39000
192,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,-252431
193,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,5250
194,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,1500
195,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,5000
196,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,1000
197,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,300
198,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Miscellaneous Expenditures,2500
199,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,8500
200,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Legal Notices,5500
201,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,15000
202,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,5000
203,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,10000
204,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,5000
205,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Franklin Boulevard PBID,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1253
206,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Del Paso Prop & Business Imprv,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1311
207,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,The River District PBID,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1438
208,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,N Natomas Transp Mgmt Assoc,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,10432
209,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,10000
210,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,5000
211,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Labor Reimbursement,-50404
212,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Other Governmental Funds,Downtown Management District,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1408
213,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Other Governmental Funds,Landscaping and Lighting,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,76340
214,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,15000
215,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Other Services and Supplies,Towing And Storage Services,5000
216,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,35000
217,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Stockton Blvd PBID,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1028
218,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Neighborhood Water Quality Dist,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1715
219,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,N Nat Lndscp 99-02,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,7461
220,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Willowcreek Assmnt Md,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1469
221,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,Willowcreek Lndscpng CFD,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,1476
222,2015,FY2014_15,Support,Finance,Accounting Division,Accounting,Special Districts,N Natomas Lands CFD 3,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,10446
223,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,1500
224,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Regular Hours,499082
225,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Handle BID No 2011-04,Expenses,Other Services and Supplies,Other Technical Services,190000
226,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,127402
227,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Assessment Reg and SDRIS,Special District Info/Rpt Sys,Expenses,Other Services and Supplies,Other Professional Services,85993
228,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,58922
229,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,4800
230,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Bus Passes,816
231,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,16592
232,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,71963
233,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,4991
234,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,1260
235,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,7237
236,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,30943
237,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Oak Park PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,234282
238,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Franklin Boulevard PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,141274
239,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Del Paso Prop & Business Imprv,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,362398
240,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,The River District PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,381480
241,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,N Natomas Transp Mgmt Assoc,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,1091253
242,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Stockton Blvd PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,323831
243,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Neighborhood Water Quality Dist,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,51049
244,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,N Nat Lndscp 99-02,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,226376
245,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Willowcreek Assmnt Md,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,23961
246,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Willowcreek Lndscpng CFD,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,92941
247,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,N Natomas Lands CFD 3,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,1805851
248,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Village Garden N.-Mtce Dist #1,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,32603
249,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Power Inn Area Prop & Business,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,498267
250,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Greater Broadway PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,245961
251,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Midtown Sacramento PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,643098
252,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Del Paso Nuevo Landscaping CFD,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,12957
253,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Mack Road PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,410511
254,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Other Governmental Funds,Landscaping and Lighting,Revenues,"Charges, Fees, and Services",Special Assessments - Service,14292890
255,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Other Governmental Funds,Downtown Management District,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,2581080
256,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Power Inn Rd Md 2003-01,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,10315
257,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Neighborhood Lighting Dist,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,38841
258,2015,FY2014_15,Support,Finance,Accounting Division,Public Improvement Finance,Special Districts,Northside Subdiv Maint Dist,Revenues,"Charges, Fees, and Services",Special Assessments - Service SD,4433
