OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
9663,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,7000
9664,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,1500
9665,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,2000
9666,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,5000
9667,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,Risk Management Fund,Risk Mgmt Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,353726
9668,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,Risk Management Fund,Risk Mgmt Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - DR,19058
9669,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,-353726
9670,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,-19058
9671,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,Other,Interdepartmental Service Fund,Expenses,Labor and Supply Offset,ICP Reimbursement DR,208529
9672,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Labor and Supply Offset,ICP Reimbursement CR,-208529
9673,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,840
9674,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,5331
9675,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,2000
9676,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,6600
9677,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Employee Allowance,4800
9678,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,14705
9679,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,57096
9680,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,3676
9681,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,44126
9682,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Employee Services,Regular Hours,367629
9683,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Office of the City Auditor Division,Office of the City Auditor,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,4200
9684,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,4000
9685,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,14322
9686,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,1000
9687,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,3500
9688,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,5000
9689,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
9690,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,City Property,Computer Equipment,5000
9691,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,City Property,Furniture And Fixture,8000
9692,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,7500
9693,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,1000
9694,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,630
9695,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,3370
9696,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,2000
9697,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,9297
9698,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,36097
9699,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,Base Labor Increase,70234
9700,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,2324
9701,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,32587
9702,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Employee Services,Regular Hours,232420
9703,2016,FY2015_16,Mayor/Council or Charter Offices,Mayor/Council,Independent Budget Analyst Division,Independent Budget Analyst,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,3000
9704,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Labor and Supply Offset,ICP Reimbursement CR,-1207655
9705,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,4056
9706,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,City Property,Computer Equipment,7000
9707,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,City Property,Furniture And Fixture,5326
9708,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Base Budget Increase,30000
9709,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,8500
9710,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,6250
9711,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,14500
9712,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,8000
9713,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,4500
9714,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,60704
9715,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,244113
9716,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,144257
9717,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,7000
9718,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,12000
9719,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Other Advertising,5000
9720,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Communication Lines,1000
9721,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,6250
9722,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,5000
9723,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,7500
9724,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,12500
9725,2016,FY2015_16,Mayor/Council or Charter Offices,City Manager,City Manager Division,Executive Office,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,3500
