budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,336980
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,4183
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,40
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,5537
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,21005
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,300
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_455020,Blueprint And Photo,100
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,3600
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,1000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,150
FY17,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,150
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,285
FY17,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,381926
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,828
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,400
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,15264
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,126990
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-10108
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,1349
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,1664
FY17,Expenses,Police,Field Services Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,8000
FY17,Revenues,Police,Field Services Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347090,Other Departmental Service,142000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,3284324
FY17,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412010,Overtime,130000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412050,Night Shift,310132
FY17,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412070,Out Of Class,1303
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,2167
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,4000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,537391
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,531701
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-28648
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,18193
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,1100
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,26624
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,203628
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,47622
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,11550
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,53946
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,48000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,8000
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461020,Office Supplies,10000
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,600
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,6000
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,2000
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461210,Computer Software,3000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Food,E_463010,Food - Food Programs,596
FY17,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,450
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481010,Group Benefit Clearing,30991
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,850
FY17,Expenses,Police,Investigations Division,,,,General Funds,Labor Adjustments,E_810040,Base Labor Reduction,-2924
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,5538
FY17,Revenues,Police,Investigations Division,,,,General Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,125000
FY17,Expenses,Police,Investigations Division,,,,General Funds,Salaries,E_411010,Regular Hours,1079058
FY17,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412010,Overtime,35450
FY17,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412050,Night Shift,35935
FY17,Expenses,Police,Investigations Division,,,,General Funds,Earnings,E_412060,On Call,6660
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,4760
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,605
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,1600
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,156559
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,170531
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-10350
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,9008
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,404
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,300
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employee Benefits,E_413280,Automobile Allowance,600
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,66901
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,15646
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,3360
FY17,Expenses,Police,Investigations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,33084
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,3000
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,33650
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,15000
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_442010,Landscape Maintenance Services,2500
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,55840
FY17,Expenses,Police,Investigations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,2594
FY17,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,800
FY17,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,2000
FY17,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_456030,Freight and Delivery,2000
FY17,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_456040,Laundry Services,2000
FY17,Expenses,Police,Investigations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,1000
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461010,Postage,30
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,38340
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461050,Mechanical Supplies,2900
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,157308
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461080,Chemicals,8500
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,32090
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,500
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,31000
FY17,Expenses,Police,Investigations Division,,,,General Funds,General Supplies,E_461170,Ammunition & Explosives,109495
FY17,Expenses,Police,Investigations Division,,,,General Funds,Food,E_463010,Food - Food Programs,1500
FY17,Expenses,Police,Investigations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,300
FY17,Expenses,Police,Investigations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,100
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,548
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,200
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,908
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,31481
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,22993
FY17,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810010,Centralized Labor Reduction,-1051
FY17,Expenses,Police,Field Services Division,,,,General Funds,Labor Adjustments,E_810040,Base Labor Reduction,-2771
FY17,Expenses,Police,Field Services Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,2500
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,500
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,125
FY17,Expenses,Police,Field Services Division,,,,General Funds,Salaries,E_411010,Regular Hours,1585743
FY17,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412010,Overtime,11000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412050,Night Shift,270
FY17,Expenses,Police,Field Services Division,,,,General Funds,Earnings,E_412070,Out Of Class,184
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,12937
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,2783
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413130,Longevity,900
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,161911
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,476180
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-37131
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,3780
FY17,Expenses,Police,Field Services Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,64366
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,48650
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,6000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,500
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,6050
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,8000
FY17,Expenses,Police,Field Services Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,700
FY17,Expenses,Police,Field Services Division,,,,General Funds,General Supplies,E_461010,Postage,200
