budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,13290
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,6594
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,350
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461080,Chemicals,472
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,8147
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,600
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,1000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,4200
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Food,E_463010,Food - Food Programs,1300
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,100
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,1343
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-587486
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,8501880
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Salaries,E_411020,Special Off Duty Police - Reg,329166
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Earnings,E_412010,Overtime,222000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Earnings,E_412050,Night Shift,11264
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Earnings,E_412060,On Call,13100
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Earnings,E_412070,Out Of Class,18030
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,297400
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,10338
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,917
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,2500
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,792027
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,1528290
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,1543023
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-211894
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,37624
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,2937
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413210,Bus Passes,250
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,165984
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,9419
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,123277
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,17850
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,293059
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,500
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,4611
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,100
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,5200
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,480
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,3420
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,300
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_456020,Towing And Storage Services,400
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_458020,Meals,210
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6960
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,2256
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461050,Mechanical Supplies,60
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,5788
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461080,Chemicals,600
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,1035
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,150
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,60
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,360
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,720
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Food,E_463010,Food - Food Programs,735
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Food,E_463020,Food - Animal Consumption,2100
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,180
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,210
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Objects,E_481160,Prisoner Subsistence and Trans,259
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Property Accounts,E_474220,Vehicle Accessories,186
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,2065
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,211256
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433050,Veterinarian Services,6787
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,2760
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,60
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,664
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_444010,Rental Of Land And Buildings,1325
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,1283
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,6128712
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Salaries,E_411020,Special Off Duty Police - Reg,197500
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Earnings,E_412010,Overtime,144000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,11275
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,729
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,3000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,592053
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,1098992
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,1109646
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-151888
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,23942
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413200,Management Leave Pay Off,1529
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,8405
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,88866
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,13230
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Salaries,E_411010,Regular Hours,311357
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413070,Holiday Credit Used,24451
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,490
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413130,Longevity,300
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,38523
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,56545
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,57078
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-9340
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,33280
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,4514
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,10732
FY18,Expenses,Police,Office of the Chief Division,,,,General Funds,Earnings,E_412010,Overtime,10000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,480
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Food,E_463010,Food - Food Programs,490
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,120
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Objects,E_481150,Memberships Licenses and Dues,140
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Other Objects,E_481160,Prisoner Subsistence and Trans,173
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Property Accounts,E_474220,Vehicle Accessories,124
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-279704
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,6782432
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Salaries,E_411020,Special Off Duty Police - Reg,131667
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Earnings,E_412010,Overtime,96000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413090,In Lieu Vacation,7517
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413120,Sick Leave Annual,486
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,2000
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,728393
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,1231757
FY18,Expenses,Police,Office of Operations Division,,,,General Funds,Employee Benefits,E_413172,PERS Unfunded,1243355
